merchant_name,has_logo,impact,primary_category,secondary_category,other_categories,corrected_merchant_name,other_comments
Scottish Widows,yes,,Investments,,,,
ScottishPower,yes,,Bills,Housing,Utilities,,
Screwfix,yes,,Shopping,,,,
SE Gas,yes,,Bills,Housing,Utilities,,
Seatwave,no,,Leisure,,,,
Selfridges,no,,Shopping,,,,
Shake Shack,yes,,EatingOut,,,,
ShopTo.Net,no,,Shopping,,,,
Simply Be,yes,,Shopping,,,,
Skipton Building Society,no,,Bills,,,,
Sky Betting and Gaming,no,,Expenses,,Gambling,,
Slug And Lettuce,yes,,Drinks,,,,
Smyths Toys,yes,,Shopping,,,,
Snapfish,yes,,Expenses,,Stationary,,
Snappy Snaps,yes,,Expenses,,Stationary,,
SO Energy,no,,Bills,Housing,Utilities,,
Sofa.com,no,,Shopping,,,,
South West Trains,yes,,Transport,,,,
Southend Energy,no,,Bills,Housing,Utilities,,
Southern Co-op,no,,Bills,Housing,Utilities,,
Southern Electric,yes,,Bills,Housing,Utilities,,
Southern Rail,no,,Transport,,,,
Spark Energy,yes,,Bills,Housing,Utilities,,
Specsavers,yes,,PersonalCare,,,,
Sportingbet,yes,,Expenses,,Gambling,,
Sports Direct,yes,,Shopping,,,,
Squarespace,yes,,Expenses,,,,
SSE,yes,,Bills,Housing,Utilities,,
SSE Phone,yes,,Bills,Housing,Utilities,,
STEAMGAMES,yes,,Leisure,,Gaming,,
Stripe,yes,,Bills,,,,
Student Loans Company,no,,Education,,,,
Sunglass Hut,yes,,Shopping,,,,
SunLife,yes,,Bills,,Insurance,,
Supercell,no,,Leisure,,Gaming,,
Superdrug,yes,,PersonalCare,,,,
Superdry,yes,,Shopping,,,,
SWALEC,yes,,Bills,Housing,Utilities,,
Sweaty Betty,yes,,Shopping,,,,
Swinton Insurance,no,,Bills,,Insurance,,
T J Hughes,no,,Shopping,,,,
T-Mobile,yes,,Bills,,,,
T.G.I. Friday's,yes,,EatingOut,,,,
Talkmobile,yes,,Bills,,,,
TalkTalk Telecom Group,no,,Bills,Housing,Utilities,,
Tandem Bank,no,,Bills,,,,
Telegraph Media Group,no,,Bills,,,,
Tesco Express,yes,,Groceries,,,,
Tesco Mobile,yes,,Bills,,,,
Tesco Petrol,yes,,Transport,,,,
Thames Water,yes,,Bills,Housing,Utilities,,
The Chandos,no,,Coffee,,,,
The Clarence,no,,Drinks,,,,
The Economist Newspaper,no,,Leisure,,,,
The Energy Deal,no,,Bills,,,,
The Fragrance Shop,no,,Shopping,,,,
The Japanese Canteen,yes,,EatingOut,,,,
The Links,no,,Shopping,,,,
The Perfume Shop,yes,,Shopping,,,,
The Queens Head Hotel,no,,Drinks,,,,
The Range,yes,,Shopping,,,,
The Salvation Army,no,,Charity,,,,
The Savanna,no,,Shopping,,,,
The Second Bridge,no,,Drinks,,,,
Thomas Cook,yes,,Travel,,,,
Thomson Holidays,no,,Travel,,,,
Thorntons,yes,,Shopping,,,,
Thrifty Car,no,,Transport,,,,
Ticketmaster,yes,,Leisure,,,,
Timpson,yes,,Expenses,,,,
TK Maxx,yes,,Shopping,,,,
Tombola.co.uk,yes,,Expenses,,Gambling,,
Toolstation,yes,,Shopping,,,,
Topps Tiles,yes,,Shopping,,,,
Tortilla,no,,Lunch,,,,
Tossed,yes,,Lunch,,,,
Toto Energy,yes,,Bills,Housing,Utilities,,
Transport for London,yes,,Transport,,,,
Travelex,yes,,Bills,,,,
Truphone,no,,Bills,,,,
Turnbull & Asser,no,,Shopping,,,,
TV Licensing,yes,,Bills,,,,
UK Power Networks,no,,Bills,Housing,Utilities,,
Upper Crust,no,,Lunch,,,,
Urban Outfitters,yes,,Shopping,,,,
USC,yes,,Shopping,,,,
Utilita,yes,,Bills,Housing,Utilities,,
Utility Warehouse,yes,,Bills,Housing,Utilities,,
Very,no,,Shopping,,,,
Virgin Media,yes,,Bills,,,,
Virgin Mobile,no,,Bills,,,,
Virgin Money,yes,,Bills,,,,
Virgin Trains,no,,Transport,,,,
VISION EXPRESS,yes,,PersonalCare,,,,
Vital Ingredient,yes,,Lunch,,,,
WageDayAdvance,no,,Expenses,,,,
Waitrose,yes,,Groceries,,,,
Wales & West Utilities,no,,Bills,Housing,Utilities,,
Wallis,yes,,Shopping,,,,
Wasabi,no,,Lunch,,,,
Watches of Switzerland,no,,Shopping,,,,
Waterstone's,no,,Shopping,,,,
Welcome Break,no,,Transport,,,,
Wendy's,no,,EatingOut,,,,
Wessex Water,no,,Bills,Housing,Utilities,,
West Coast Trains,no,,Transport,,,,
Which,yes,,Bills,,,,
Whistlestop,yes,,Groceries,,,,
White Rose Energy,no,,Bills,Housing,Utilities,,
Whittard of Chelsea,no,,Shopping,,,,
Whole Foods,no,,Groceries,,,,
WHSmith,yes,,Shopping,,,,
Wickes,yes,,Shopping,,,,
Wiggle.com,yes,,Shopping,,,,
Wilko,yes,,Shopping,,,,
Wirral Council,no,,Bills,,,,
Wonga,yes,,Expenses,,,,
Work and Child Tax Credit,no,,Other,,,,
World Duty Free,yes,,Shopping,,,,
World Vision,yes,,Charity,,,,
Wowcher,yes,,Shopping,,,,
Yorkshire Building Society,no,,Bills,,,,
Yoyo Wallet,yes,,Bills,,,,
Zipcar,yes,,Transport,,,,
Zizzi,yes,,EatingOut,,,,
Zog Energy,yes,,Bills,Housing,Utilities,,
Zopa,yes,,Bills,,,,
